categories,employmentTypes,metadata_expiryDate,metadata_isPostedOnBehalf,metadata_jobPostId,metadata_newPostingDate,metadata_originalPostingDate,metadata_repostCount,metadata_totalNumberJobApplication,metadata_totalNumberOfView,minimumYearsExperience,numberOfVacancies,occupationId,positionLevels,postedCompany_name,salary_maximum,salary_minimum,salary_type,status_id,status_jobStatus,title
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273450,7/4/2023,7/4/2023,0,1,31,2,1,,Professional,ABER CARE PTE. LTD.,4200,2800,Monthly,0,Closed,Staff Nurse - Adult Autism Setting
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":16,""category"":""General Management""}]",Contract,21/4/2023,FALSE,MCF-2023-0273681,7/4/2023,7/4/2023,0,2,59,2,2,,Junior Executive,APBA TG HUMAN RESOURCE PTE. LTD.,3450,3400,Monthly,0,Closed,Executive (Scholarship Administration) II $3450 per month II Contract
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":5,""category"":""Banking and Finance""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":20,""category"":""Human Resources""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273444,7/4/2023,7/4/2023,0,9,73,2,1,,Executive,ABER CARE PTE. LTD.,3500,2500,Monthly,0,Closed,HR Executive | Senior Care Centre
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273454,7/4/2023,7/4/2023,0,3,54,5,1,,Professional,ABER CARE PTE. LTD.,5500,3200,Monthly,0,Closed,Senior Staff Nurse| Clinical Quality & Infection Control ( Office Hour)
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273427,7/4/2023,7/4/2023,0,0,42,2,1,,Non-executive,ABER CARE PTE. LTD.,2300,1600,Monthly,0,Closed,Care Programme Coordinator - Healthcare ( Office Hour )
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273451,7/4/2023,7/4/2023,0,1,50,1,1,,Professional,ABER CARE PTE. LTD.,4000,2800,Monthly,0,Closed,Cardiac Technician ( Clinic | 5.5 work days | Office Hour )
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273434,7/4/2023,7/4/2023,0,0,31,2,1,,Professional,ABER CARE PTE. LTD.,4000,2800,Monthly,0,Closed,Staff Nurse - Disability Home
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Contract,7/5/2023,FALSE,MCF-2023-0273441,7/4/2023,7/4/2023,0,1,34,1,1,,Executive,ABER CARE PTE. LTD.,2600,2200,Monthly,0,Closed,WELFARE HOME- PROGRAMME EXECUTIVE
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273425,7/4/2023,7/4/2023,0,1,33,2,1,,Non-executive,ABER CARE PTE. LTD.,2300,1600,Monthly,0,Closed,Therapy Assistant - Senior Care Centre ( Office hour )
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273458,7/4/2023,7/4/2023,0,7,116,1,1,,Junior Executive,THE SUPREME HR ADVISORY PTE. LTD.,3000,2200,Monthly,0,Closed,Operation Executive ( School Bus Service / Admin / Customer Service) 0809
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273455,7/4/2023,7/4/2023,0,1,32,3,1,,Manager,ABER CARE PTE. LTD.,8000,5000,Monthly,0,Closed,Nurse Manager - Nursing Home
"[{""id"":41,""category"":""Others""}]",Permanent,21/4/2023,FALSE,MCF-2023-0273402,7/4/2023,7/4/2023,0,2,89,1,1,,Non-executive,MAVENSIDE CONSULTING PTE. LTD.,2700,2300,Monthly,0,Closed,Florist
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273447,7/4/2023,7/4/2023,0,0,29,2,1,,Manager,ABER CARE PTE. LTD.,5500,4000,Monthly,0,Closed,Assistant Nurse Manager - Nursing Home
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Temporary,7/5/2023,FALSE,MCF-2023-0273439,7/4/2023,7/4/2023,0,1,60,2,1,,Professional,ABER CARE PTE. LTD.,4200,2500,Monthly,0,Closed,Locum Staff Nurse - Senior Care Centre | 3 days a week| Office hour
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273428,7/4/2023,7/4/2023,0,0,32,2,1,,Professional,ABER CARE PTE. LTD.,3000,1800,Monthly,0,Closed,Dental Assistant
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Part Time,7/5/2023,FALSE,MCF-2023-0273437,7/4/2023,7/4/2023,0,0,52,2,1,,Professional,ABER CARE PTE. LTD.,4000,2800,Monthly,0,Closed,Staff Nurse - GP Clinic
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273448,7/4/2023,7/4/2023,0,1,23,2,1,,Professional,ABER CARE PTE. LTD.,4500,2800,Monthly,0,Closed,Staff Nurse - Orthopedic specialist Clinic | Central
"[{""id"":8,""category"":""Customer Service""},{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273430,7/4/2023,7/4/2023,0,1,36,2,1,,Non-executive,ABER CARE PTE. LTD.,2400,2200,Monthly,0,Closed,Activity Coordinator | Healthcare (Mon to Fri |  East | Central )
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,16/5/2023,FALSE,MCF-2023-0273394,16/4/2023,7/4/2023,2,2,72,3,1,,Non-executive,WORKSTONE PTE. LTD.,4500,3000,Monthly,0,Closed,"Quantity Surveyor, M&E - Changi | Up to $4,500"
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Full Time,7/5/2023,FALSE,MCF-2023-0273433,7/4/2023,7/4/2023,0,0,19,2,1,,Professional,ABER CARE PTE. LTD.,4200,2800,Monthly,0,Closed,Senior Staff Nurse ( Cardiology Specialist Clinic ) 5.5 days
"[{""id"":8,""category"":""Customer Service""},{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":29,""category"":""Professional Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273456,7/4/2023,7/4/2023,0,1,37,1,1,,Non-executive,ABER CARE PTE. LTD.,2500,1500,Monthly,0,Closed,"Operations Associate, Transport & Facilities (Residential Care)"
"[{""id"":15,""category"":""F&B""}]",Full Time,21/4/2023,FALSE,MCF-2023-0273386,7/4/2023,7/4/2023,0,5,54,5,1,,Executive,CUBA LIBRE PRIVATE LIMITED,4500,3800,Monthly,0,Closed,HEAD CHEF
"[{""id"":17,""category"":""General Work""},{""id"":25,""category"":""Manufacturing""}]",Part Time,14/7/2023,FALSE,MCF-2023-0273388,14/6/2023,7/4/2023,2,10,255,0,2,,Non-executive,EVERGLADES PTE. LTD.,2200,1800,Monthly,0,Re-open,Dessert Manufacturing Crew
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":25,""category"":""Manufacturing""},{""id"":29,""category"":""Professional Services""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273403,7/4/2023,7/4/2023,0,18,129,6,1,,Manager,RECRUIT LYNC PTE. LTD.,7300,6500,Monthly,0,Closed,(C) Credit Controller Manager (AR Accounts / FMCG Experience )
"[{""id"":8,""category"":""Customer Service""},{""id"":12,""category"":""Entertainment""},{""id"":14,""category"":""Events / Promotions""},{""id"":16,""category"":""General Management""},{""id"":28,""category"":""Personal Care / Beauty""}]",Full Time,21/4/2023,FALSE,MCF-2023-0273405,7/4/2023,7/4/2023,0,0,58,5,1,,Junior Executive,CRYSTAL BELL KTV NIGHTCLUB,4500,2800,Monthly,0,Closed,Performing Artiste Manager
"[{""id"":21,""category"":""Information Technology""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273615,7/4/2023,7/4/2023,0,4,70,1,2,,Junior Executive,SEARCH PERSONNEL PRIVATE LIMITED,4500,3000,Monthly,0,Closed,IT System Engineer (1 Year Contract-Convertible/Exp in Windows Server)
"[{""id"":7,""category"":""Consulting""},{""id"":8,""category"":""Customer Service""},{""id"":21,""category"":""Information Technology""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Contract,7/5/2023,FALSE,MCF-2023-0273393,7/4/2023,7/4/2023,0,4,68,0,2,,Executive,J MAX SOLUTIONS,3000,2000,Monthly,0,Closed,Sales Executive/Telesales Executive/Telemarketer
"[{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":25,""category"":""Manufacturing""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":39,""category"":""Telecommunications""}]",Contract,16/5/2023,FALSE,MCF-2023-0273411,16/4/2023,7/4/2023,2,0,73,0,1,,Non-executive,WORKSTONE PTE. LTD.,3000,1600,Monthly,0,Closed,"Technician, Cell - Tuas South |Entry Level | Up $2,800"
"[{""id"":11,""category"":""Engineering""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,19/6/2023,FALSE,MCF-2023-0273414,20/5/2023,7/4/2023,2,2,60,2,3,,Non-executive,WORKSTONE PTE. LTD.,3000,2000,Monthly,0,Closed,"QA Inspector - Boon Lay |Rotating Shift|  Up to $2,400"
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273417,7/4/2023,7/4/2023,0,4,149,2,1,,Junior Executive,EVERGLADES PTE. LTD.,2900,2200,Monthly,0,Closed,Operations Associate/Executive
"[{""id"":5,""category"":""Banking and Finance""},{""id"":21,""category"":""Information Technology""}]",Contract,7/5/2023,FALSE,MCF-2023-0273383,7/4/2023,7/4/2023,0,20,237,2,1,,Professional,A-IT SOFTWARE SERVICES PTE LTD,6500,5000,Monthly,0,Closed,Business Analyst (Bank) (UAT) (JT)
"[{""id"":8,""category"":""Customer Service""},{""id"":15,""category"":""F&B""},{""id"":16,""category"":""General Management""},{""id"":17,""category"":""General Work""}]",Full Time,21/4/2023,TRUE,MCF-2023-0273419,7/4/2023,7/4/2023,0,12,74,5,1,,Executive,SANNET MANPOWER SERVICES,8000,4000,Monthly,0,Closed,SENIOR RESTAURANT AND CATERING MANAGER
"[{""id"":16,""category"":""General Management""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273412,7/4/2023,7/4/2023,0,2,67,1,1,,Junior Executive,RECRUIT LYNC PTE. LTD.,3500,2800,Monthly,0,Closed,(C) Warehouse Supervisor - Manufacturing Line / WMS System
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,12/5/2023,FALSE,MCF-2023-0265237,12/4/2023,4/4/2023,2,1,53,2,1,,Executive,WORKSTONE PTE. LTD.,3500,3000,Monthly,0,Closed,"Sales Executive - Tuas/Engines-Generator/Entry Level /Up $3,500"
"[{""id"":9,""category"":""Design""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":25,""category"":""Manufacturing""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273408,7/4/2023,7/4/2023,0,0,44,1,1,,Junior Executive,RECRUIT LYNC PTE. LTD.,2700,2000,Monthly,0,Closed,(C) [Plastic Molding] Grinding Technician
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""},{""id"":5,""category"":""Banking and Finance""},{""id"":6,""category"":""Building and Construction""}]",Contract,12/5/2023,FALSE,MCF-2023-0260440,12/4/2023,3/4/2023,2,2,56,0,1,,Non-executive,WORKSTONE PTE. LTD.,3500,2500,Monthly,0,Closed,"Officer, Purchasing - West | Elevator | Up to $3000"
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""},{""id"":5,""category"":""Banking and Finance""},{""id"":34,""category"":""Risk Management""},{""id"":42,""category"":""Wholesale Trade""}]",Contract,7/5/2023,FALSE,MCF-2023-0273659,7/4/2023,7/4/2023,0,8,162,0,1,,Executive,SEARCH INDEX PTE. LTD.,3200,2500,Monthly,0,Closed,Accounts Receivable Executive (1 Year Contract) (No Exp Welcome)
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""},{""id"":7,""category"":""Consulting""},{""id"":20,""category"":""Human Resources""},{""id"":29,""category"":""Professional Services""}]",Permanent,27/5/2023,FALSE,MCF-2023-0273400,27/4/2023,7/4/2023,2,11,139,3,1,,Manager,WORKSTONE PTE. LTD.,6500,4000,Monthly,0,Closed,"HR & Admin, Assistant Manager - Tuas |Payroll-Info-Tech Software exp| Up to $6,500"
"[{""id"":5,""category"":""Banking and Finance""}]",Contract,7/5/2023,FALSE,MCF-2023-0273391,7/4/2023,7/4/2023,0,2,93,1,1,,Professional,A-IT SOFTWARE SERVICES PTE LTD,5500,4000,Monthly,0,Closed,Operations & Service Support (JT) (Bank) (Sharepoint)
"[{""id"":6,""category"":""Building and Construction""},{""id"":9,""category"":""Design""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":41,""category"":""Others""}]",Contract,16/5/2023,FALSE,MCF-2023-0273392,16/4/2023,7/4/2023,2,1,71,0,1,,Executive,WORKSTONE PTE. LTD.,3200,2000,Monthly,0,Closed,"Officer - Electrical Design | Diploma entry | Up to Gross $3,200"
"[{""id"":8,""category"":""Customer Service""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Contract,16/5/2023,FALSE,MCF-2023-0273389,16/4/2023,7/4/2023,2,0,50,0,1,,Executive,WORKSTONE PTE. LTD.,3500,2000,Monthly,0,Closed,"Engineering Executive (Singapore Sales) - West | Entry welcome| Up to $3,200"
"[{""id"":17,""category"":""General Work""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""},{""id"":41,""category"":""Others""}]",Permanent,16/5/2023,FALSE,MCF-2023-0273397,16/4/2023,7/4/2023,2,6,668,0,1,,Non-executive,WORKSTONE PTE. LTD.,3000,1800,Monthly,0,Closed,Production Operator x 6 | Tuas
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":33,""category"":""Repair and Maintenance""}]",Contract,16/5/2023,FALSE,MCF-2023-0273410,16/4/2023,7/4/2023,2,0,61,3,1,,Non-executive,WORKSTONE PTE. LTD.,2800,1700,Monthly,0,Closed,"Logistic Assistant, Material Handler  -Tuas South | Basic $2,200 + Shift Allowance"
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""},{""id"":5,""category"":""Banking and Finance""},{""id"":7,""category"":""Consulting""},{""id"":29,""category"":""Professional Services""}]",Permanent,16/5/2023,FALSE,MCF-2023-0273396,16/4/2023,7/4/2023,2,82,407,15,1,,Manager,WORKSTONE PTE. LTD.,15000,8000,Monthly,0,Closed,"Assistant Financial Controller- Tai Seng | Up to $10,000 (open nego)"
"[{""id"":5,""category"":""Banking and Finance""},{""id"":21,""category"":""Information Technology""}]",Contract,7/5/2023,FALSE,MCF-2023-0273387,7/4/2023,7/4/2023,0,29,343,1,1,,Professional,A-IT SOFTWARE SERVICES PTE LTD,4500,4000,Monthly,0,Closed,Data Analyst (Bank) (JT) (Data Visualization)
"[{""id"":11,""category"":""Engineering""},{""id"":16,""category"":""General Management""},{""id"":25,""category"":""Manufacturing""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273406,7/4/2023,7/4/2023,0,0,33,1,1,,Executive,RECRUIT LYNC PTE. LTD.,2800,2400,Monthly,0,Closed,(C) Program Engineer - Manufacturing Industry [Plastic Molding]
"[{""id"":41,""category"":""Others""}]",Permanent,23/7/2023,FALSE,MCF-2023-0273418,23/6/2023,7/4/2023,2,94,940,6,1,,Middle Management,SHOPEE SINGAPORE PRIVATE LIMITED,18000,14000,Monthly,0,Re-open,"Senior Manager, Business Intelligence"
"[{""id"":11,""category"":""Engineering""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,25/5/2023,FALSE,MCF-2023-0273395,25/4/2023,7/4/2023,2,0,51,1,1,,Non-executive,WORKSTONE PTE. LTD.,2500,1600,Monthly,0,Closed,CNC Polisher - Boon Lay | Aviation | Shift work
"[{""id"":20,""category"":""Human Resources""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273464,7/4/2023,7/4/2023,0,3,67,2,1,,Junior Executive,THE SUPREME HR ADVISORY PTE. LTD.,4500,3000,Monthly,0,Closed,HR Executive (Full Spectrum / Kaki Bukit) 0809
"[{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":39,""category"":""Telecommunications""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,15/5/2023,FALSE,MCF-2023-0273416,15/4/2023,7/4/2023,2,1,76,2,1,,Non-executive,WORKSTONE PTE. LTD.,4000,2500,Monthly,0,Closed,"QC Engineer -Pasir Ris | Up to $4,000"
"[{""id"":5,""category"":""Banking and Finance""}]",Contract,7/5/2023,FALSE,MCF-2023-0273385,7/4/2023,7/4/2023,0,18,162,1,2,,Professional,A-IT SOFTWARE SERVICES PTE LTD,4000,3500,Monthly,0,Closed,Operations Processing Officer (JT) (Bank)
"[{""id"":11,""category"":""Engineering""},{""id"":16,""category"":""General Management""},{""id"":17,""category"":""General Work""},{""id"":25,""category"":""Manufacturing""},{""id"":33,""category"":""Repair and Maintenance""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273415,7/4/2023,7/4/2023,0,23,193,2,1,,Executive,RECRUIT LYNC PTE. LTD.,5800,3500,Monthly,0,Closed,(C) Maintenance Supervisor - Plant Utilities & Facilities
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":39,""category"":""Telecommunications""}]",Permanent,15/5/2023,FALSE,MCF-2023-0273398,15/4/2023,7/4/2023,2,8,85,1,1,,Executive,WORKSTONE PTE. LTD.,3800,2500,Monthly,0,Closed,"IT Executive |Tuas | up $3,800"
"[{""id"":33,""category"":""Repair and Maintenance""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273698,7/4/2023,7/4/2023,0,2,97,2,1,,Professional,BORNEO MOTORS (SINGAPORE) PTE. LTD.,2600,2400,Monthly,0,Closed,Automotive Technician
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":25,""category"":""Manufacturing""},{""id"":26,""category"":""Marketing / Public Relations""}]",Permanent,12/5/2023,FALSE,MCF-2023-0260954,12/4/2023,3/4/2023,2,6,98,2,1,,Senior Executive,WORKSTONE PTE. LTD.,6000,3000,Monthly,0,Closed,"Senior Engineer, Marketing - Boon Lay/ Aerospace/Entry Level/ Up to $6,000"
"[{""id"":11,""category"":""Engineering""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,16/5/2023,FALSE,MCF-2023-0273390,16/4/2023,7/4/2023,2,0,37,0,1,,Executive,WORKSTONE PTE. LTD.,3200,2000,Monthly,0,Closed,"Engineering Executive (Regional Sales) - Toh Guan|Entry level welcome |Up to $3,200"
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Full Time,14/4/2023,FALSE,MCF-2023-0220686,7/4/2023,20/3/2023,2,2,100,1,1,,Professional,MARYMOUNT FAMILY CLINIC PTE. LTD.,15000,12000,Monthly,0,Closed,Anchor Doctor
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,21/4/2023,FALSE,MCF-2023-0273399,7/4/2023,7/4/2023,0,6,115,1,1,,Non-executive,MAVENSIDE CONSULTING PTE. LTD.,2500,2000,Monthly,0,Closed,Admin Assistant [IT]
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":36,""category"":""Sciences / Laboratory / R&D""}]",Permanent,22/4/2023,FALSE,MCF-2023-0273641,15/4/2023,7/4/2023,1,13,229,1,1,,Fresh/entry level,PEOPLE PROFILERS PTE. LTD.,2200,1800,Monthly,0,Closed,Laboratory Technologist / Medical Technologist (No Experience Required)
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Part Time,7/5/2023,FALSE,MCF-2023-0273420,7/4/2023,7/4/2023,0,1,36,2,1,,Professional,ABER CARE PTE. LTD.,4200,3800,Monthly,0,Closed,Locum Staff Nurse | Community Hospital ( Mon to Fri )
"[{""id"":11,""category"":""Engineering""}]",Contract,7/5/2023,FALSE,MCF-2023-0273744,7/4/2023,7/4/2023,0,31,242,10,2,,Senior Executive,CONNECT ENERGY SERVICES PTE. LTD.,15000,10000,Monthly,0,Closed,Rig Maintenance Supervisor (RMS)
"[{""id"":13,""category"":""Environment / Health""},{""id"":17,""category"":""General Work""},{""id"":27,""category"":""Medical / Therapy Services""},{""id"":41,""category"":""Others""}]",Permanent,7/5/2023,FALSE,MCF-2023-0273424,7/4/2023,7/4/2023,0,0,37,1,1,,Non-executive,ABER CARE PTE. LTD.,1800,1200,Monthly,0,Closed,Cleaner | Nursing Home ( Mon to Fri )
